"Country or Area","Year","Area","Sex","City","City type","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Argentina","2019","Total","Both Sexes","Neuquén-Plottier","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","303765.85582113","4"
"Argentina","2019","Total","Both Sexes","Paraná","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","278963.191369067","4"
"Argentina","2019","Total","Both Sexes","Posadas","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","367367.916400629","4"
"Argentina","2019","Total","Both Sexes","Rawson-Trelew-Playa Unión","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","144087.378820216","4"
"Argentina","2019","Total","Both Sexes","Resistencia","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","411509.871823949","4"
"Argentina","2019","Total","Both Sexes","Río Cuarto","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","176183.225763093","4"
"Argentina","2019","Total","Both Sexes","Rio Gallegos","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","120016.632536704","4"
"Argentina","2019","Total","Both Sexes","Rosario","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","1313576.05730145","4"
"Argentina","2019","Total","Both Sexes","Salta","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","628798.00686486","4"
"Argentina","2019","Total","Both Sexes","San Juan","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","531124.459795535","4"
"Argentina","2019","Total","Both Sexes","San Nicolás-Villa Constitución","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","193185.737554786","4"
"Argentina","2019","Total","Both Sexes","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","343607.497285361","4"
"Argentina","2019","Total","Both Sexes","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","529938.524938365","4"
"Argentina","2019","Total","Both Sexes","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","126447.494170958","4"
"Argentina","2019","Total","Both Sexes","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","398836.120662019","4"
"Argentina","2019","Total","Both Sexes","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","894752.545122747","4"
"Argentina","2019","Total","Both Sexes","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2019","161213.779381657","4"
"Argentina","2016","Total","Both Sexes","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","308922","4"
"Argentina","2016","Total","Both Sexes","Bariloche","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","158989","4"
"Argentina","2016","Total","Both Sexes","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","13879707","4"
"Argentina","2016","Total","Both Sexes","Catamarca","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","213186","4"
"Argentina","2016","Total","Both Sexes","Comodoro Rivadavia-Rada Tilly","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","218596","4"
"Argentina","2016","Total","Both Sexes","Concordia","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","161990","4"
"Argentina","2016","Total","Both Sexes","Córdoba","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","1525490","4"
"Argentina","2016","Total","Both Sexes","Corrientes","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","386379","4"
"Argentina","2016","Total","Both Sexes","Formosa","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","260788","4"
"Argentina","2016","Total","Both Sexes","La Plata","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","843851","4"
"Argentina","2016","Total","Both Sexes","La Rioja","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","207085","4"
"Argentina","2016","Total","Both Sexes","San Luis - El Chorrillo","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","221410","4"
"Argentina","2016","Total","Both Sexes","Mar del Plata-Batán","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","641065","4"
"Argentina","2016","Total","Both Sexes","Mendoza","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","1094209","4"
"Argentina","2016","Total","Both Sexes","Neuquén-Plottier","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","314478","4"
"Argentina","2016","Total","Both Sexes","Paraná","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","276125","4"
"Argentina","2016","Total","Both Sexes","Posadas","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","358832","4"
"Argentina","2016","Total","Both Sexes","Rawson-Trelew-Playa Unión","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","139698","4"
"Argentina","2016","Total","Both Sexes","Resistencia","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","412445","4"
"Argentina","2016","Total","Both Sexes","Río Cuarto","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","173807","4"
"Argentina","2016","Total","Both Sexes","Rio Gallegos","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","112455","4"
"Argentina","2016","Total","Both Sexes","Rosario","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","1444436","4"
"Argentina","2016","Total","Both Sexes","Salta","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","634644","4"
"Argentina","2016","Total","Both Sexes","San Juan","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","520430","4"
"Argentina","2016","Total","Both Sexes","San Nicolás-Villa Constitución","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","190447","4"
"Argentina","2016","Total","Both Sexes","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","341634","4"
"Argentina","2016","Total","Both Sexes","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","534341","4"
"Argentina","2016","Total","Both Sexes","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","127055","4"
"Argentina","2016","Total","Both Sexes","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","410083","4"
"Argentina","2016","Total","Both Sexes","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","873873","4"
"Argentina","2016","Total","Both Sexes","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2016","139989","4"
"Argentina","2015","Total","Both Sexes","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","307070","4"
"Argentina","2015","Total","Both Sexes","Bariloche","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","154716","4"
"Argentina","2015","Total","Both Sexes","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","12847328","4,5"
"Argentina","2015","Total","Both Sexes","Catamarca","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","210627","4"
"Argentina","2015","Total","Both Sexes","Comodoro Rivadavia-Rada Tilly","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","213775","4"
"Argentina","2015","Total","Both Sexes","Concordia","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","160525","4"
"Argentina","2015","Total","Both Sexes","Córdoba","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","1517610","4"
"Argentina","2015","Total","Both Sexes","Corrientes","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","382208","4"
"Argentina","2015","Total","Both Sexes","Formosa","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","257004","4"
"Argentina","2015","Total","Both Sexes","La Plata","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","834530","4"
"Argentina","2015","Total","Both Sexes","La Rioja","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","203257","4"
"Argentina","2015","Total","Both Sexes","San Luis - El Chorrillo","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","217726","4"
"Argentina","2015","Total","Both Sexes","Mar del Plata-Batán","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","635022","4"
"Argentina","2015","Total","Both Sexes","Mendoza","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","1079744","4"
"Argentina","2015","Total","Both Sexes","Neuquén-Plottier","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","308314","4"
"Argentina","2015","Total","Both Sexes","Paraná","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","274363","4"
"Argentina","2015","Total","Both Sexes","Posadas","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","353909","4"
"Argentina","2015","Total","Both Sexes","Rawson-Trelew-Playa Unión","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","138024","4"
"Argentina","2015","Total","Both Sexes","Resistencia","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","409056","4"
"Argentina","2015","Total","Both Sexes","Río Cuarto","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","172267","4"
"Argentina","2015","Total","Both Sexes","Rio Gallegos","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","110107","4"
"Argentina","2015","Total","Both Sexes","Rosario","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","1426517","4"
"Argentina","2015","Total","Both Sexes","Salta","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","623941","4"
"Argentina","2015","Total","Both Sexes","San Juan","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","514965","4"
"Argentina","2015","Total","Both Sexes","San Nicolás-Villa Constitución","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","188937","4"
"Argentina","2015","Total","Both Sexes","San Salvador de Jujuy-Palpalá","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","337748","4"
"Argentina","2015","Total","Both Sexes","Santa Fé","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","529379","4"
"Argentina","2015","Total","Both Sexes","Santa Rosa-Toay","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","125513","4"
"Argentina","2015","Total","Both Sexes","Santiago del Estero-La Banda","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","405054","4"
"Argentina","2015","Total","Both Sexes","Tucumán-Tafí Viejo","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","867724","4,6"
"Argentina","2015","Total","Both Sexes","Ushuaia-Río Grande","Urban agglomeration","Estimate - de facto","Final figure, complete","2015","137371","4"
"Argentina","2013","Total","Both Sexes","Bahía Blanca-Cerri","Urban agglomeration","Estimate - de facto","Final figure, complete","2013","317325.704982449","7"
"Argentina","2013","Total","Both Sexes","BUENOS AIRES","Urban agglomeration","Estimate - de facto","Final figure, complete","2013","13339001.6015536","5,7"
