Account Number,City Name,Country,City Short Name,C40,Reporting Year,Measurement Year,Boundary,Primary Methodology,Methodology Details,Gases included,Total City-wide Emissions (metric tonnes CO2e),Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Increase/Decrease from last year,Reason for increase/decrease in emissions,Current Population Year,Current Population,City GDP,GDP Currency,Year of GDP,GDP Source,Average annual temperature (in Celsius)​,​Land area (in square km),Average altitude (m),City Location,Country Location
35884,City of San Diego,USA,San Diego,,2016,12/31/2009 12:00:00 AM,0,2006 IPCC Guidelines for National Greenhouse Gas Inventories,IPCC,,12624227,,,Stayed the same,"Emissions did not change much from 2008 (12.83 MMT) to 2009 (12.62 MMT). Residential, commercial, & industrial electricity use were all down slightly; residential & commercial natural gas use were down slightly; gasoline use & vehicle miles traveled increased slightly.",2016,1400000,206817000000,USD     US Dollar,2014,https://en.wikipedia.org/wiki/List_of_cities_by_GDP,17.6,964.5,129,"(32.718146, -117.1701)","(37.09024, -95.712891)"
49787,City of Benicia,USA,Benicia,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,CO2; PFCs; CH4; SF6; N2O; HFCs,688706,,,Increased,"In 2010, community-wide emissions with large industrial emitters had increased from 2005 by 24% while community-wide emissions without large industrial emitters increased by 41%.  There was a 5.6% increase in emissions (2000-2005, with large emitters).   When the baseline inventory was completed, the team predicted that by 2010, emissions (w/ large industrial emitters) would increase 9% from 2005 to 4.6 million metric tons.  If large emitters were still included, then the increase between 2005 and 2010 was only a 24% increase, 15% more than what was originally predicted.  However, for 2010, it was decided to exclude large emitters.  This means that increases in all other sectors have a greater impact on total emissions, i.e. the increase in transportation emissions has a much greater impact on overall emissions levels.   The roughly 35% increase between 2005 and 2010 could be due to a number of things including changes in reporting protocols, e.g. permitting requirements changed or the non-recession years outweighed the recession years.  It could also be that Benicia was not as hard hit by the recession as other communities and therefore, emissions didn't decrease. Again, educated guesses have been made as to what caused the increase.    Please note that vehicle miles travelled (VMT) grew between 2000 and 2010 by 62%, while emissions increased 95%.  The % of total emissions from transportation is within the Bay Area average. The Metropolitan Transportation Commission (MTC) calculates VMT using a proprietary software model. MTC inputs traffic counts, vehicle speeds, vehicle make and model, and fuel data into its software. In 2010, per the change in the modeling software, Benicia is now responsible for 50% of the trips that start elsewhere but end in Benicia and trips that start in Benicia but end elsewhere. This is calculated based on the number of people that exit or enter the highway in Benicia. Pass through VMT is not attributed to Benicia. Then, emissions are calculated by inputting VMT into the CACP software, which generates a GHG equivalent (MTCO2e). The increase in off road emissions is due to construction permit projections for buildings, which may have never been built. However, estimating off road emissions using construction permit data is the recommended calculation method per ICLEI’s protocol and guidance.",2014,27450,23000000,USD     US Dollar,2014,Solano EDC http://www.solanocounty.com/depts/bos/working_to_create_jobs/economic_studies.asp,21,13,26,"(38.049365, -122.1585777)","(37.09024, -95.712891)"
58621,Town of Blacksburg,USA,Blacksburg,,2016,12/31/2012 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),We used the 2010 version of the ICLEI Protocol,CO2; PFCs; CH4; SF6; N2O; HFCs,383747.15,,,Other,"We performed a GHG inventory in 2008, but we didn't utilize the ICLEI protocol at that time, so we cannot draw any definitive conclusions on our emissions trends between those two inventories.  However, we were able to backcast some of the data sets to glean some overall trends.  These indicate that between 2000 and 2009 we had increasing emissions from the following sectors: (commercial and transportation) and decreasing emissions in these sectors: (residential, industrial,  water & wastewater, other public sector, and solid waste), so overall it would appear that our community-wide emissions are trending in the right direction.",2014,43985,,,,this information is not available at this geographic scale,10.8,51.5,633,"(37.2296, -80.4139)","(37.09024, -95.712891)"
35862,City of Detroit,USA,Detroit,,2016,12/31/2012 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,10329322,,4809082,Stayed the same,This is the only inventory we have done.  The data has not been updated,2013,688701,186000000000,USD     US Dollar,2010,"BEA, BLS, Brookings",9,359,192,"(42.331427, -83.0457538)","(37.09024, -95.712891)"
35268,City of Boston,USA,Boston,C40,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","For its inventory, the City of Boston relies on a mix of actual measurements and modeled calculations. Actual measurements are available for electricity, natural gas, and steam (obtained directly from energy utilities), and all sources related to mass transit, the airport, and water and sewer (obtained from the regional authorities). Regional transportation models are used to calculate vehicle-miles-traveled in Boston, which are then split into diesel and gasoline based on the State diesel and gas consumption split. Then each fuel type is divided into the average fleet mix categories (ICLEI 2009) and the EPA emissions factor for each vehicle type are applied to calculate the GHG. A 10% ethanol content for gasoline is also accounted for.  Fuel oil consumption is estimated based on sampling, U.S. Census data, and some state consumption figures.",CO2; CH4; N2O,6066182,3603270,2462912,Decreased,"Overall GHGs decreased by about 2,000 metric tonnes, or 0.03%. This could be in part because there was only a small increase in heating degree days (HDD) from 2013 to 2014 (6.5%), and natural gas used declined more than 4.5%. Meanwhile the electricity emissions factor fell by a few points, while electricity use increased only 1.2%.",2013,646000,103067100436,USD     US Dollar,2015,Boston Redevelopment Authority analysis using data from the Bureau of Economic Analysis and the National Bureau of Economic Research,10,124,2,"(42.3584308, -71.0597732)","(37.09024, -95.712891)"
3203,City of Chicago,USA,Chicago,C40,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,Other,"Chicago conducts regional GHG emissions inventories in-keeping with rigorous protocol and standards. New GHG methodologies and standards that were not available for previous analyses will be evaluated and adopted for future GHG emissions inventories, as-appropriate. 

The following GHG protocols were used in the 2010 Regional GHG Inventory:

The LGOP for Greenhouse Gas Assessments developed by ICLEI, CAR, TCR and CARB (California Air Resources Board 2010a): This protocol includes methods for estimating emissions resulting from government buildings and facilities, government fleet vehicles, wastewater treatment and potable water treatment facilities, landfill and composting facilities, and other operations. This protocol was developed primarily for use by California local governments; although it contains methodologies for estimating emissions pertinent to community emissions sources. Further, this protocol can be modified for use outside of California, although in some cases, data sources or other references may need to be modified accordingly to local conditions or constraints.

The USEPA Inventory of U.S. Greenhouse Gas Emissions and Sinks: 1990–2007 (U.S. Environmental Protection Agency 2009a): The national inventory documentation includes standard methodology and emission factors for nationwide GHG emissions inventorying. 

The IPCC Guidelines for National Greenhouse Gas Inventories (Intergovernmental Panel on Climate Change 2006a): This document is the international standard for inventories and provides much of the baseline methodology used in the national and statewide emission inventories. 

The GHG Protocol Corporate Standard developed by WRI and the WBCSD (World Resources Institute 2004): Although this is a protocol designed for use primarily by private corporations, it was one of the first documents to establish the principles and steps to developing a GHG inventory. This document has influenced the development of other types of GHG protocols, including those for municipal, government, and community-wide emissions.",CO2; PFCs; CH4; SF6; N2O; NF3; HFCs,33500000,,,Stayed the same,"The City of Chicago's next planned comprehensive Citywide GHG Emissions Inventory is in-progress, based on 2015 emissions.",2013,2719000,563188000000,,2014,Brookings Institution,9.4,606,181,"(41.8781136, -87.6297982)","(37.09024, -95.712891)"
35859,City of Cleveland,USA,Cleveland,,2016,12/31/2010 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"This inventory was assembled through the collection and analysis of data with City of Cleveland staff as well as other city stakeholders such as utilities, regional coordinating agencies, local organizations and large emitters. Associated GHG emissions for all activities were calculated using an approach consistent with the International Council for Local Environmental Initiatives (ICLEI) - U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI) as the main guiding document, with methodologies from The Climate Registry (TCR), the World Resources Institute (WRI), the Intergovernmental Panel on Climate Change (IPCC), and the U.S. Environmental Protection Agency (EPA) also referenced. 

Tools - Inventory Management System:
Most of the calculations used to develop this inventory were carried out in an Information Management System (IMS), a Microsoft Excel-based spreadsheet that collects into one tool the original data, methodology applied, emission factors selected and a summary of GHG emission results. The IMS also provides charting, forecasting and benchmarking capabilities",CO2; CH4; N2O,11889595,7750563,4139032,This is our first year of calculation,"2010 Baseline Inventory that’s being reported is our 1st comprehensive GHG inventory. The GHG inventory will likely be updated in 2016, using 2015 data.",2010,396815,,,,,10.4,201,199,"(41.49932, -81.6943605)","(37.09024, -95.712891)"
31090,District of Columbia,USA,District of Columbia,C40,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Emissions reported here are based on the GPC. Previous inventories, and the District's baseline were calculated using the U.S. community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI)",CO2; CH4; N2O,7386407,3132786,4253621,Increased,Emissions increased 2.3% from 2012 to 2013 due primarily to a colder winter and resulting increase in energy consumption for heating purposes. 2013 emissions have been updated from what was previously reported in order to reflect updated emission factors for grid electricity now available from the U.S. EPA. (EGrid 2012).,2015,672228,116378000000,USD     US Dollar,2014,U.S. Bureau of Economic Analysis,14.7,158,,"(38.9071923, -77.0368707)","(37.09024, -95.712891)"
54075,City of Lakewood,USA,Lakewood,,2016,12/31/2007 12:00:00 AM,Administrative boundary of a local government,Other,"Hybrid Demand-Center Life Cycle Assessment Methodology developed by Ramaswami et. al.: The City of Lakewood GHG Emissions Inventory assesses 2007 GHG emissions using a hybrid demand-center life cycle assessment methodology developed by Ramaswami et. al. The method uses the standard Local Government Operations Protocol (LGOP) released by ICLEI\-Local Governments for Sustainability to report GHG emissions from in-boundary activities. Out-of-boundary activities critical to a community such as the provision of food, water, fuels and dwellings are added to the in-boundary activities to yield an expanded inventory that becomes a more comprehensive “carbon emissions footprint”.

In 2015, the City of Lakewood worked with a GHG emissions analyst and updated the 2007 report figures based on more accurate electricity and surface transportation emission factors.",CO2; CH4; N2O,1727860,553900,1173960,Decreased,"We only have a single GHG inventory; however our projections indicate a decrease based on the following reasoning:

While the City of Lakewood’s population and material sector emission factors have increased annually, the emission factors for electricity and transportation have decreased annually as a result of the State of Colorado’s Renewable Portfolio Standard and improvements to vehicle fuel efficiency required by the Federal CAFE standards. (See attachment: BAU determination)",2014,149643,,,,,10.8,114,1638,"(39.7047, -105.0814)","(37.09024, -95.712891)"
62864,"City of Lancaster, PA",USA,"Lancaster, PA",,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,365763,37918,214442,This is our first year of calculation,,2016,60000,,,,,11.5,7.3,112,"(40.037875, -76.305514)","(37.09024, -95.712891)"
10495,City of Las Vegas,USA,Las Vegas,,2016,12/31/2014 12:00:00 AM,A metropolitan area,Other,"Community data was collected from local utilities (NV Energy and Southwest Gas), the Nevada Department of Transportation's Annual VMT Report for Clark County, the Regional Transportation Commission of Southern Nevada, and the Nevada Department of Environmental Protection. These data points were input into ICLEI's CACP software to obtain aggregated community emission data for Southern Nevada.",CO2,29657130,11002925,18654205,Increased,"The population of Las Vegas has stayed fairly constant in the last 5 years.  Population dropped slightly after the recession, but has increased past 2009 levels.  Community emissions targets are not as rigidly defined as the municipality's, so reductions in GHG emissions are not as pronounced.",2016,621970,94521,USD     US Dollar,2014,http://cber.unlv.edu/CCEconData.html,21,136,664,"(36.1699412, -115.1398296)","(37.09024, -95.712891)"
55616,Los Altos Hills,USA,Los Altos Hills,,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),We also participated in the GPC community inventory pilot in 2015. We were the only city from the US in their initial pilot.,CO2,57243,47552,9691,Decreased,"From 2014 to 2015 our emissions decreased from 78,678 MT to 77,583 MT. This was primarily due to decreased VMT (data obtained from state agencies) and reductions in Heating Fuel use due to a milder winter.",2013,8334,,,,,14.3,21.8,89,"(37.3797, -122.1375)","(37.09024, -95.712891)"
10894,City of Los Angeles,USA,Los Angeles,C40,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; CH4; N2O,29024807,,9429688,Decreased,"Two primary reasons for the slight reduction are reduction in GHG intensity of electricity system and increased fuel economy of light duty vehicles. From 1990, the decline of manufacturing withing LA city limits also contributed to the decline.",2014,3928864,797697000000,USD     US Dollar,2014,US Dept of Commerce (LA Metro Area),18,1215,95,"(34.0522342, -118.2436849)","(37.09024, -95.712891)"
58628,"University City, MO",USA,"University City, MO",,2016,12/31/2005 12:00:00 AM,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Inventory calculated using CACP software using IPCC 1996 Guidelines and US Voluntary Reporting Guidelines. 
(1996 guidelines not available as an option)",CO2; CH4; N2O,501147,165762,234882,This is our first year of calculation,,2010,35371,,,,,13.9,15.3,160,"(38.6682, -90.3325)","(37.09024, -95.712891)"
35879,City of Minneapolis,USA,Minneapolis,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"A note regarding how double counting is avoided for stationary sources:
- natural gas consumption at stationary sources is removed from natural gas total and the associated emissions are part of the electricity sector.  
- electricity production due to waste incineration is removed from the electricity total and the associated emissions are part of solid waste sector.",CO2; CH4; N2O,4794708,2890572,1904136,Increased,"Heating degree days increased 5.7% over the 2013 inventory, leading to a 8.9% increase in natural gas use.  The natural gas increase was the major contributor to the overall rise.  Electricity use fell 1.2%, while other categories changed less than 1% or total contribution to the inventory was negligible and of low confidence (solid waste).",2014,407207,235700000000,USD     US Dollar,2014,http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=33460&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels,7.9,139.8,264,"(44.983334, -93.26667)","(37.09024, -95.712891)"
49335,Metropolitan Government of Nashville and Davidson County,USA,Nashville and Davidson ,,2016,12/31/2011 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"The original 2005 baseline inventory utilized ICLEI’s Clean Air and Climate Protection (CACP) software to generate GHG emissions and other data; however, only a subset of the original 2005 data entered into the ICLEI CACP software was available for the update presented in this report. Therefore, spreadsheets were created using Microsoft Excel (2010) software to recalculate the 2005 GHG emissions. Emissions were recalculated by applying CO2 equivalency factors used for the 2011 data to the 2005 ICLEI output data. The 2005 GHG emissions were recalculated by this method since the original CO2 equivalency factors used by the CACP software are unpublished and no longer available. 

Separately, spreadsheets were developed using Microsoft Excel (2010) software to track and calculate GHG emission data from both municipal and community sources as part of the 2011 inventory. Calculations for the update followed the Local Government Operations Protocol for the Quantification and Reporting of Greenhouse Gas Emissions Inventories (Version 1.0) and were incorporated into the spreadsheets using the collected data, including electricity usage, natural gas usage, gasoline consumption, and solid waste volume, and generally accepted CO2 equivalency factors originating from the US EPA and other sources. The data and emission conversion factors referenced in this report are presented in Appendices A through D.",CO2,12275845,12275845,,Decreased,"Total Fleet values include both Metro and MNPS fleets. NES reduction due to reduced total fuel consumption and an increased number of alternative fuel vehicles, along with reduced overall fleet size.
 Total Commute values include both Metro and MNPS commute data. A decrease in total number of employees, higher fuel efficiency vehicles, and implementation of public transportation initiatives in 2011 compared to 2005 occurred. These initiatives include the Commuter Rail (STAR) which was not online until 2007 and had 250,750 passengers in 2011 and an increase in Metro bus ridership, from 7.4 million passenger trips in 2005 to 8.2 million in 2011 (Federal Transit Administration, 2011).
 2011 includes traffic signals, parks, and recreation lights, which were not included in the 2005 data set.  
 There was a reported increase in the number of NES circuit breakers.
 Fewer vehicle miles traveled (VMTs) due to poor economic conditions and public transportation  initiatives including more mass transit, such as BRT, STAR, and Music City Circuit.
 Increase in recycling; “other” waste subset category not included in previous inventory. 
 Bordeaux Landfill gas-fueled generators shut down in 2005; collection and flaring of methane at site continues.",2015,678889,106695000000,USD     US Dollar,2014,MSA Data (not county only) from US DOC's BEA http://bea.gov/iTable/iTable.cfm?reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=34980&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels#reqid=70&step=10&isuri=1&7003=200&7004=naics&7035=-1&7005=-1&7006=34980&7001=2200&7036=-1&7002=2&7090=70&7007=2014&7093=levels,15.1,1367,182,"(36.1627, -86.7816)","(37.09024, -95.712891)"
13067,City of New Orleans,USA,New Orleans,C40,2016,12/31/2014 12:00:00 AM,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; CH4; N2O,4558575,,2138684,This is our first year of calculation,,2015,389617,80278000000,USD     US Dollar,2014,Bureau of Economic Analysis,20.9,468,-1,"(29.9511, -90.0715)","(37.09024, -95.712891)"
3417,New York City,USA,New York City,C40,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","ConEdison (ConEd) provided data on use of citywide electricity
and steam, and natural gas in the Bronx, Manhattan, and parts of
Queens. National Grid reported natural gas use data for Brooklyn,
parts of Queens, and Staten Island. The Long Island Power Author-
ity (LIPA) reported electricity use data for the Rockaways area of
Queens. Fuel oil use was provided by private fuel oil suppliers, per
Local Law 43 of 2013, which requires fuel oil providers to report
fuel oil deliveries by fuel type to the City on an annual basis. The
New York Metropolitan Transportation Council (NYMTC) provided
on-road transportation vehicle-miles-traveled (VMT) data. Energy
use data for public transit were provided by the Metropolitan
Transportation Authority (MTA) for New York City Transit (NYCT)
subways and buses, Staten Island Railway (SIR), MTA Metro-North
Rail Road (MNR) and Long Island Railroad (LIRR) commuter rail,
and MTA Bus Company buses; by the Port Authority of New York
and New Jersey (PANYNJ) for Trans-Hudson (PATH) commuter rail;
and New Jersey Transit (NJT) for its commuter rail and buses.
Data used to calculate fugitive and process CH4 and process N2O
from wastewater treatment were provided by DEP. CH4 emissions
were calculated based on the destruction of volatile material in
anaerobic digesters. Based on the measured concentration and
flow of volatile organic solids, it is estimated that 15 cubic feet of
digester gas is produced for every pound of volatile organic solids
destroyed. N2O emissions were calculated by applying the daily
nitrogen load discharged by each of the City’s 14 wastewater
treatment plant to the formula in the LGOP.

Fugitive CH4 from in-city landfills was calculated from landfill gas
collection data provided by the New York City Department of Sani-
tation (DSNY) and DEP per the LGOP. Fugitive CH4 from exported
solid waste was calculated using waste disposal figures for resi-
dential, commercial, and construction and demolition waste and
applying emissions factors from the USCP, which were taken from
EPA’s Waste Reduction Model (WARM). Fugitive CH4 from natural
gas distribution was calculated using data provided by National
Grid and ConEd. Fugitive SF6 from electricity distribution was cal-
culated using data provided by ConEd. 

.",CO2; CH4; SF6; N2O,49385508,20995619,16888770,Increased,The most significant driver was a colder winter in 2014 relative to 2013 which increased heating fuel use.,2014,8491079,1558520000000,USD     US Dollar,2015,http://www.brookings.edu/research/reports2/2015/01/22-global-metro-monitor,13,784,10,"(40.7127837, -74.0059413)","(37.09024, -95.712891)"
50560,City of Oakland,USA,Oakland,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),(ICLEI / The Climate Registry / California Climate Action Registry / California Air Resource Board),CO2; CH4; N2O,2733664,578560,368019,Increased,We have decreased since our baseline year of 2005 but increased since the last inventory year of 2010. 2010 experienced an artificial low due to the economic recession.,2015,431500,24080000000000,USD     US Dollar,2013,US Bureau of Economic Analysis San Francisco-Oakland-Hayward Metropolitan area,15.1,144,13,"(37.8044, -122.2708)","(37.09024, -95.712891)"
54119,City of Palo Alto,USA,Palo Alto,,2016,12/31/2015 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),TCR/LGOP,CO2; CH4; N2O,152631,152631,,Decreased,Natural gas consumption was lower for residential and commercial customers. Modeled transportation emissions flat (no change in model inputs). Waste related emissions down.,2015,66955,,,,,15,67,7,"(37.4419, -122.143)","(37.09024, -95.712891)"
54085,City of Savannah,USA,Savannah,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,CO2; CH4; N2O,3609546,1203108,1228219,This is our first year of calculation,,2015,144355,15905000000,USD     US Dollar,2014,Bureau of Economic Analysis:  http://www.bea.gov/iTable/iTable.cfm?reqid=70&step=1&isuri=1&acrdn=3#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=42340&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels,19,175,15,"(32.0835, -81.0998)","(37.09024, -95.712891)"
31181,City of Philadelphia,USA,Philadelphia,C40,2016,12/31/2012 12:00:00 AM,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),"In general the ICLEI protocol was followed, however in some cases data was not available in the same fashion or format as described in the protocol.

Electricity, natural gas and steam usage was provided by the local utilities.

Data related to onsite combustion of fuels was derived using the American Communities Surveys and allocated to Philadelphia based on population.

Emissions from transportation was derived using the local regional planning commission's transportation model and EPA MOVES. EPA's non road emissions model was used for off road vehicles

Industrial emissions were estimated by looking at EPAs GHG reporting project data and comparing it to previously known information from utilities.

Waste data was modeled using MSW and private collection data along with local landfill and incinerator emissions based on total waste. This was counted as a scope 3 emissions because none of these facilities are within the City of Philadelphia",CO2; PFCs; CH4; SF6; N2O; HFCs,19212870.06,12397594.06,6815276,Decreased,See www.phila.gov/green for 2012 Citywide Inventory Report (published Spring 2015) which discusses in-depth trends for the City's carbon emissions.,2014,1560297,364000000000,USD     US Dollar,2012,Bureau of Economic Analysis,13.3,367,12,"(39.952335, -75.163789)","(37.09024, -95.712891)"
60656,"City of Piedmont, CA",USA,"Piedmont, CA",,2016,01/01/2011 12:00:00 AM,Other:,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,CO2; PFCs; CH4; SF6; N2O; HFCs,43442,17876,25566,Decreased,"They have decreased due to a decrease in electricity and gas usage usage in the residential sector as well an increased renewable-generated portfolio of electricity sources, specifically hydropower.",2013,11082,360400000000,USD     US Dollar,2013,San Francisco/Oakland/Hayward Metropolitan Area GDP: http://www.usmayors.org/metroeconomies/2013/201311-charts.pdf,15,4.3,101,"(37.8244, -122.2316)","(37.09024, -95.712891)"
58357,City of West Hollywood,USA,West Hollywood,,2016,12/31/2008 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2,583213,,,This is our first year of calculation,,2010,34399,,,,,19,5,90,"(34.09, -118.3617)","(37.09024, -95.712891)"
35393,City of St Louis,USA,St Louis,,2016,01/01/2014 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),We are using the 4th edition of the Protocol.,CO2; CH4; N2O; HFCs,8703679.12,2481945.42,6153317.9,Decreased,The City has encouraged and facilitated numerous sustainability initiatives in the past several years,2010,319294,149900000000,USD     US Dollar,2014,https://www.stlouis-mo.gov/government/departments/budget/documents/upload/FY15-AOP-Summary-Overview-and-charts-S-1-to-S-82.pdf,13.9,170.9,142,"(38.6270025, -90.1994042)","(37.09024, -95.712891)"
35877,City of Pittsburgh,USA,Pittsburgh,,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,4803046,2073556,2729490,Decreased,"There has been significant variation in the way that data was collected an reported, and Pittsburgh had about 30,000 fewer residents in 2013 compared to 2003. Recalculating 2003 and 2008 inventories to compare to the 2013 inventory shows that emissions have decreased by about 4% since the 2008 inventory, but have still increased by 10% since 2003. Several exogenous factors reduced emissions - such as lower electricity emission factors due to a cleaner electric grid, and better fuel efficiency and lower tailpipe emission factors for cleaner vehicles. However, Pittsburgh did see reductions in the tonnage of solid waste sent to landfill and a reduction in vehicle miles traveled. The industrial sector used less electricity in 2013 than in 2003, and less natural gas in 2013 than in 2008. The commercial sector used less electricity in 2013 than in 2008, but used significantly more natural gas. The residential sector increased electricity use and substantially increased natural gas use. The increase in natural gas is likely due to improved data quality, but seems to also correlate to the rise of hydraulic fracturing in the region. Natural gas emissions increased almost three-fold since 2003.",2016,305704,135662,USD     US Dollar,2014,http://www.pittsburghtoday.org/view_GDP2.html,11.1,151,293,"(40.4406248, -79.9958864)","(37.09024, -95.712891)"
54128,City of Reno,USA,Reno,,2016,12/31/2014 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Also utilized the U.S. Community Protocol for Accounting and Reporting of  Greenhouse Gas Emissions (ICLEI),CO2; CH4; N2O,4437665,,,This is our first year of calculation,,2014,236995,10000000000,USD     US Dollar,2014,Bureau of Economic Analysis10.4,10.4,288,1373,"(39.5296, -119.8138)","(37.09024, -95.712891)"
49334,"City of Richmond, VA",USA,"Richmond, VA",,2016,12/31/2013 12:00:00 AM,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",Collected data over a 1 year period with the help of many City departments as well as private utility company.,CO2,3152498,1470127,1682371,Decreased,"increases in efficiency, increased usage of natural gas",2014,217853,70491000000,,2014,http://www.bea.gov/itable/iTable.cfm?ReqID=70&step=1#reqid=70&step=10&isuri=1&7003=200&7035=-1&7004=naics&7005=-1&7006=40060&7036=-1&7001=2200&7002=2&7090=70&7007=2014&7093=levels (this is metro area and not city specific),15,162,49,"(37.540725, -77.436048)","(37.09024, -95.712891)"
31182,City of San Francisco,USA,San Francisco,C40,2016,12/31/2012 12:00:00 AM,Other: Geopolitical Boundary - physical areas over which local government has jurisdictional control,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","Used ICLEI U.S. Community Protocol to verify calendar year 2012 emissions.  During November 2015, the city reshaped and scoped calendar year 2012 emissions according to the new GPC BASIC framework to Compact of Mayors requirements.  The GPC expanded the scope of the verified 2012 inventory to report sources such as from natural gas leakage from the distribution system, district electricity, transmission and distribution electric losses, wastewater, agriculture/farming, ships and boats (non-ferry), off-road equipment and stationary sources.  This resulted in a higher emission number than originally verified by a third party.",CO2; CH4; N2O,5381687,4186111,1131352,Other,"Methology Change: There was an increase in the emission number from inventory years 2010 to 2012.  The shift to the BASIC GPC framework during 2015 included categories that were otherwise excluded or not calculated during previous CDP reporting years.  Rather than rectify previous years, especially under the new GPC BASIC categories in which historic data is largely unavailable, CDP/COM reports will include these categories moving forward. 

However, to capture emission trends since 1990, the City will continue trending according to previously utilized ICLEI U.S. Community Protocol scopes in which case sectors such as Residential, Commercial/Industrial, Transportation (private, commercial, public/mass transit), Waste as well as Municipal emissions continues to decrease due to the City of San Francisco's progressive climate policies and commitment to implementing effective emission reduction strategies.",2015,864816,89205219000,USD     US Dollar,2015,Moody's Analytics and Bureau of Economic Analysis,10.4,121,142,"(37.7749295, -122.4194155)","(37.09024, -95.712891)"
54110,City of Santa Monica,USA,Santa Monica,,2016,12/31/2011 12:00:00 AM,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,CO2; CH4; N2O,705443,302510,241253,Decreased,"State renewable portfolio standard, economic recession",2014,92000,,,,,20,20,320,"(34.0219, -118.4814)","(37.09024, -95.712891)"
