Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Access,City-wide emissions inventory,Accounting year,Administrative city boundary,Inventory boundary (compared to Administrative city boundary),Primary Protocol,Primary Protocol Comment,Gases Included,Direct emissions (metric tonnes CO2e) for Total generation of grid-supplied energy,Direct emissions (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary (metric tonnes CO2e) for Total Generation of grid supplied energy,Emissions occurring outside city boundary (metric tonnes CO2e) for Total Emissions (excluding generation of grid-supplied energy),TOTAL Scope 1 Emissions (metric tonnes CO2e),TOTAL Scope 2 emissions (metric tonnes CO2e),TOTAL Scope 3 Emissions,TOTAL BASIC Emissions (GPC),TOTAL BASIC+ Emissions (GPC),Change in emissions,Primary reason for the change in emissions,Land area (in square km),Population,Population Year,City Location,Last update
2021,60104,Cambridge City Council,Cambridge,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,Increased,Change in available data,41,124798,2019,POINT (0.16353 52.2077),10/04/2021 09:23:47 AM
2021,58489,Hoeje-Taastrup Kommune,Hoeje-Taastrup,Denmark,Europe,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: KlimaKommune/DK2020","Based on The Danish society for Nature Conservations KlimaKommune protocol, which is national standard for municipalities in Denmark. This agreement expires at the end of 2021.","CH4, CO2, N20",0,170031,65189,96334,,,,,,,,Decreased,"Other, please specify: Emission factors for Electricity and District Heating are low.",78,50759,2020,POINT (12.2898 55.6563),10/04/2021 09:23:47 AM
2021,832002,Municipalidad de Quepos,,Costa Rica,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Regional or country specific methodology,"Costa Rica tiene un programa nacional, el Programa País Carbono Neutralidad Cantonal, este cuenta con una metodología basada en el GPC.","CH4, CO2, N20",,161223.31,,6246.56,,11760.81,,,,,,This is our first year of calculation,,54377,26861,2011,,10/04/2021 09:23:47 AM
2021,55801,"City of West Palm Beach, FL",West Palm Beach,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",469813.11,783518,,667696,,,,,,,,Decreased,Technological change,150.1,116781,2020,POINT (-80.0534 26.7153),10/04/2021 09:23:47 AM
2021,60007,City of Santa Rosa,Santa Rosa,Philippines,Southeast Asia and Oceania,public,Yes,2010-01-01 - 2010-12-31,"Other, please specify: Component City",Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The inventory was completed primarily in accordance with the guidance from the World Resources Institute’s (WRI) Greenhouse Gas Protocol, the current international standard for corporate greenhouse gas inventories , the 2006 IPCC Guidelines for National GHG inventories, and Tracking Greenhouse Gases: An Inventory Manual published by the Department of Environment and Natural Resources (DENR). Due to current limitations in data availability, the methodology is modeled after the  ‘tier 1’ approach, which provides guidance on how to estimate GHG emissions using relatively aggregated input  data on fuel usage, combined with default emission factors by fuel.  The City does not have a power plant within its geographical boundaries and its electricity is solely sourced from the Manila Electric Company (MERALCO). Greenhouse gas emissions from electricity consumption are classified as indirect or Scope 2 emissions, if the power plants producing the electricity are physically located outside the geographic boundaries of an LGU. For transportation related emissions the methodology is modeled after IPCC’s ‘tier 1’ approach due to current limitations in data availability.  GHG emissions are therefore estimated using relatively aggregated input data on fuel use, combined with default emission factors by fuel.  Only road transportation emissions are included in the GHG inventory since there are no airports or harbors in the geographical boundary of the City of Santa Rosa. For solid wastes, it is based on the First Order Decay method.  Such method recognizes the process by which CH4 and CO2 are formed in solid waste disposal sites, which is through slow decay throughout a few decades of degradable organic components in waste. For the doemstic wastewater, CH4 and N2O emissions were calculated.","CH4, CO2, HFCs, N20, PFCs",,,,,,,,,,,,Increased,Population increase,55,414812,2020,POINT (121.089 14.2843),10/04/2021 09:23:47 AM
2021,54367,Melaka Historic City Council,,Malaysia,Southeast Asia and Oceania,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The GHG inventory covers the area of Majlis Bandaraya Melaka Bersejarah (MBMB) municipality and only emission sources within MBMB are included in the calculation. It is designated that the 2015 is the base year for emission, however, due to lack of information from past years, some indicators has not been included in this report.  At the community level, the main sources of emissions are the burning of fossil fuels for carbon dioxide emissions, automotive exhaust for nitrous oxide emissions and landfills for methane emissions.   The calculation includes three main sources of GHG emissions: 1) Direct emissions from the burning of fossil fuels 2) Indirect emissions from the production of electricity from electricity generation plants 3) The decomposition of biomass to greenhouse gases in landfills The results are presented into sub-sectors; residential, commercial, industry and agriculture for fuel combustion and electricity usage. The standard unit of “equivalent CO2” is used to report the emissions. All sources have one or more associated emission factors for quantify the energy burned in the all three main sectors - buildings, electricity, on-road transportation, solid waste.  A Baseline Emission Inventory (BEI) is a quantification of the amount of CO2 emitted due to energy consumption and waste disposal in the territory of a Local Authority within a given period of time. The BEI allows identifying the main CO2 sources on the municipality’s territory, thus helping to select the appropriate actions to curb emissions. The Baseline year is the reference year for setting the objective!","CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,,,,,,Increased,Population increase,277,524353,2018,,10/04/2021 09:23:47 AM
2021,54113,"City of Flagstaff, AZ",Flagstaff,United States of America,North America,public,Yes,2020-01-01 - 2020-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",0,703439.01,,243940.88,,23075.4,,,,,,Increased,"Other, please specify: We have collected more information and have corrected inaccuracies.",165.42,76338,2020,POINT (-111.631 35.1992),10/04/2021 09:23:47 AM
2021,859119,Minamiminowa Village,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,31051,Coventry City Council,Coventry,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2019-01-01 - 2019-12-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Regional or country specific methodology,BEIS methodology,CO2,,,,,,,,,,,,Decreased,Technological change,99.8,366785,2018,POINT (-1.51217 52.4066),10/04/2021 09:23:47 AM
2021,60205,Commune Bizerte,Bizerte,Tunisia,Africa,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,460,167759,2014,,10/04/2021 09:23:47 AM
2021,73802,Crespo,,Argentina,Latin America,public,Yes,2017-01-01 - 2017-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climático, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,103400.57,,26986.92,,4807.31,,,,,,This is our first year of calculation,"Other, please specify",73,21338,2017,,10/04/2021 09:23:47 AM
2021,50550,"City of Buffalo, NY","Buffalo, NY",United States of America,North America,public,In progress,2018-07-01 - 2019-06-30,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Utilizing a GPC-compliant excel-based calculation tool provided by the US Environmental Protection Agency, available here: https://www.epa.gov/statelocalenergy/local-greenhouse-gas-inventory-tool","CH4, CO2, N20",,,,,,,,,,,,,,136,258612,2017,POINT (-78.8784 42.8864),10/04/2021 09:23:47 AM
2021,850303,Local Government Unit of Vigan City,,Philippines,Southeast Asia and Oceania,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,28.86085,53879,2015,,10/04/2021 09:23:47 AM
2021,840024,Perth and Kinross,,United Kingdom of Great Britain and Northern Ireland,Europe,public,Yes,2018-01-01 - 2018-12-31,Local government area within a greater city / metropolitan area,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),SCATTER  Perth & Kinross Carbon Emissions Inventory 2018,CO2,,,,,,,,,,,,Increased,Improved data accuracy,5286,151950,2019,,10/04/2021 09:23:47 AM
2021,841964,"City of Hallandale Beach, FL",Hallandale Beach,United States of America,North America,public,Yes,2016-01-01 - 2016-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,458941,,1792,,,,,,,,This is our first year of calculation,,11.39,37113,2010,POINT (-80.1484 25.9812),10/04/2021 09:23:47 AM
2021,35862,"City of Detroit, MI",Detroit,United States of America,North America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Also followed USEPA guidance.,"CH4, CO2, N20",395769.55,6850350.55,,3705356.01,,205297.18,,,,,,Decreased,Technological change,359.4,670031,2019,POINT (-83.0457 42.3314),10/04/2021 09:23:47 AM
2021,54102,"City of Albany, NY",Albany,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,"CH4, CO2, HFCs, N20, PFCs, SF6",,1000191,,,,,,,,,,,,56,97856,2010,POINT (-73.7562 42.6526),10/04/2021 09:23:47 AM
2021,848977,Busbanza,,Colombia,Latin America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,This is our first year of calculation,,2549,1156,2019,,10/04/2021 09:23:47 AM
2021,834219,Municipality of Corrientes,,Argentina,Latin America,public,Yes,2018-01-01 - 2018-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.","CH4, CO2, N20",,,,,,,,,,,,Increased,Change in available data,522,349648,2018,,10/04/2021 09:23:47 AM
2021,859150,Shiso City,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,36504,Comune di Rimini,Rimini,Italy,Europe,public,Intending to undertake in the next 2 years,,City / Municipality,,,,,,,,,,,,,,,,,,135.71,150590,2018,POINT (12.5695 44.0678),10/04/2021 09:23:47 AM
2021,58671,Helsingør Kommune / Elsinore Municipality,Helsingør,Denmark,Europe,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,This mapping is made according to current (2018) principles in Global Protocol for Community-Scale Greenhouse Gas Emission Inventories (GPC)GPC is based on The IPCC Tier Concept2006 IPCC Guidelines for National Greenhouse Gas Inventories,"CH4, CO2, N20",74,108067,,61879,,33058,,,,,,Decreased,Technological change,118.9,62709,2019,POINT (12.5921 56.0308),10/04/2021 09:23:47 AM
2021,859055,Masaki Town,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,840927,Prefeitura de São Cristóvão,,Brazil,Latin America,public,Intending to undertake in the next 2 years,,Metropolitan area,,,,,,,,,,,,,,,,,,438.037,78864,2019,,10/04/2021 09:23:47 AM
2021,862760,"City of Oxford, OH",,United States of America,North America,public,Yes,2019-01-01 - 2019-12-31,City / Municipality,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,,,17.3,22885,2018,,10/04/2021 09:23:47 AM
2021,55799,"Arlington, VA",Arlington,United States of America,North America,public,Intending to undertake in the next 2 years,,Province / County,,,,,,,,,,,,,,,,,,67.34,226400,2019,POINT (-76.0026 37.2265),10/04/2021 09:23:47 AM
2021,834161,Kinmen County Government,,"Taiwan, Greater China",East Asia,public,Yes,2019-01-01 - 2019-12-31,Province / County,Same – covers entire city and nothing else,Regional or country specific methodology,使用台灣於2017年出版之縣市層級溫室氣體盤查計算指引做盤查工具，該指引乃為參考IPCC國家溫室氣體清冊指南建置所轄行政區域之溫室氣體排放量清冊。,"CH4, CO2, N20",,,,,,,406858,0,64026,,,Increased,Increased energy/electricity consumption,153,140597,2020,,10/04/2021 09:23:47 AM
2021,49347,"City of Omaha, NE",Omaha,United States of America,North America,public,Yes,2009-01-01 - 2009-12-31,City / Municipality,Same – covers entire city and nothing else,"Other, please specify: ICLEI - IEAP","The inventory draws on well reviewed and accepted methodologies from ICLEI - Local Governments for Sustainability's International Local Government Greenhouse Gas Protocol (IEAP), The Climate Registry (TCR), the World Resources Institute (WRI), the Intergovernmental Panel on Climate Change (IPCC), and the U.S. Environmental Protection Agency (EPA). The IEAP is used as the main protocol reference as it provides guidelines specific to quantifying GHG emissions from city internal operations and whole communities within the geopolitical boundary of a city's jurisdiction. Using the IEAP guidance also allows Omaha to compare its GHG emissions to similar communities that have also followed IEAP protocol.","CH4, CO2, N20",,,,,,,,,,,,Do not know,Lack of documentation,387.4,475862,2019,,10/04/2021 09:23:47 AM
2021,859095,Mizuho Town,,Japan,East Asia,public,Not intending to undertake,,City / Municipality,,,,,,,,,,,,,,,,,,16.85,32400,2021,,10/04/2021 09:23:47 AM
2021,841980,Karsiyaka Municipality,Karsiyaka,Turkey,Europe,public,In progress,2020-01-01 - 2021-01-01,City / Municipality,Same – covers entire city and nothing else,,,CO2,,,,,,,,,,,,,,51,350000,2020,POINT (27.1152 38.4596),10/04/2021 09:23:47 AM
2021,859196,Yomitan Village,,Japan,East Asia,public,,,City / Municipality,,,,,,,,,,,,,,,,,,,,0,,10/04/2021 09:23:47 AM
2021,36039,Accra Metropolitan Assembly,Accra,Ghana,Africa,public,Yes,2015-01-01 - 2015-12-31,Metropolitan area,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,"CH4, CO2, N20",,,,,,,,,,,,Stayed the same,No new inventory to report,52.896,2514005,2020,POINT (-0.16819 5.56543),10/04/2021 09:23:47 AM
