"Year.Reported.to.CDP","Account.Number","Organization","City","Country","CDP.Region","Access","City.boundary","Type.of.target","Sector","Identify.and.explain.sources.that.differ.from.the.inventory","Target.boundary.relative.to.city.boundary","Base.year","Year.target.was.set","Base.year.emissions..metric.tonnes.CO2e.","Percentage.reduction.target","Target.year","Target.year.absolute.emissions..metric.tonnes.CO2e.","Projected.population.in.target.year","Intensity.unit..Emissions.per.","Base.year.emissions.per.intensity.unit..metric.tonnes.CO2e.per.denominator.","Estimated.business.as.usual.absolute.emissions.in.target.year..metric.tonnes.CO2e.","Percentage.of.target.achieved.so.far","Select.the.initiatives.that.this.target.contributes.towards","Description.of.the.target.and.the.modelling.methodology.ies..and.parameters.used.to.define.it","Does.this.target.align.with.the.global.1.5...2..C.pathway.set.out.in.the.Paris.Agreement.","Does.this.target.align.to.a.requirement.from.a.higher.level.of.government.","Target.description","Population","Population.Year","City.Location","Last.update","name","entity_type","iso"
2021,31187,"Seoul Metropolitan Government","Seoul","South Korea","East Asia","public","Special city","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2005,2020,49445000,100,2050,0,NA,NA,NA,NA,4.8,"Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","Seoul's GHG reduction target is higher than the national target as we plan to reduce GHG emissions:- By  40% by 2030 (Base year: 2005) , - By 70% by 2040 (Base year: 2005) - Achieve carbon neutrality by 2050",9911088,2020,"POINT (126.978 37.5665)","2021-10-04T09:30:14.243","Seoul","City","KOR"
2021,54066,"City of Fort Collins, CO","Fort Collins","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2005,NA,2326122,80,2030,465224.4,NA,NA,NA,NA,30,"Cities Race to Zero",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","The target to be 80% below the 2005 baseline exceeds with science based targets and aligns with the Cities Race to Zero.",171629,2020,"POINT (-105.084 40.5853)","2021-10-04T09:30:14.243","Fort Collins, CO","City","USA"
2021,32480,"City of Adelaide","Adelaide","Australia","Southeast Asia and Oceania","public","City / Municipality","Fixed level target","All emissions sources included in city inventory","N/A","Same (city-wide) – covers entire city and nothing else",NA,2007,NA,NA,2025,438520,36153,NA,NA,NA,32.75,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 1.5 °C","Yes, but it exceeds its scale or requirement","CoA’s target is more ambitious than Australia's NDC (economy-wide target to reduce greenhouse gas emissions by 26% to 28% below 2005 levels by 2030) and it has been updated to reflect changing emission factors and scope over time.The City of Adelaide community GHG emissions for FY2007 (base year), reported in the Carbon Neutral Adelaide Action Plan 2016-2021 have been updated to ensure consistency with the latest calculation methodologies. Updates include calculating GHG emissions from aviation, recalculating FY2006/07 product use with bottom up methodology, released in 2021, to enable a robust comparison of base year emissions to current performance; and enhancing the approach used to calculate product use. The updated emissions for the base year outlined above have resulted in an increase in the target year absolute emissions goal (421,174 metric tonnes CO2e) shown in the Carbon Neutral Adelaide Action Plan 2016-2021.",29889,2020,"POINT (138.601 -34.9285)","2021-10-04T09:30:14.243","Adelaide","City","AUS"
2021,55180,"City of Shizuoka","Shizuoka-shi","Japan","East Asia","public","Special city","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2013,NA,55422500,90.97,2022,5004651.75,NA,NA,NA,NA,99.91,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Shizuoka","City","JPN"
2021,36044,"Seferihisar Municipality","Seferihisar","Turkey","Europe","public","Independent province: Local government area within a city/metropolitian area","Base year intensity target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48320,2020,"POINT (26.8344 38.1951)","2021-10-04T09:30:14.243","Seferihisar","City","TUR"
2021,60216,"City of Växjö","Växjö","Sweden","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",1993,1996,459189,100,2030,0,NA,NA,NA,NA,42.5,"100% Renewable Energy Cities & Regions Network; Cities Race to Zero; Global Covenant of Mayors for Climate & Energy; One Planet City Challenge",NA,"Do not know","No","Växjö's original politically adopted target actually only refers to CO2 emissions (100% reduction until 2030). That corresponds to a reduction of 71.25% of the GHGs if they would not be included at all.However, in the Sustainability program there is, except for the target of a fossil fuel free Växjö, also a goal stating that the Citizens of Växjö shall have no negative Climate impact by 2030. That means that also other GHGs are included, even if it is not defined the actual level of negative Climate impact - when is the impact ""sustainable"". It also opens up for the concept of Climate impact from a consumption perspective. the Climate City Contract mentions Climate neutrality by 2030, but that can include compensations such as bio-CCS.The reason for why I don't know if the target is aligning with the Paris agreement, is because it doesn't say how fast or when in time the emissions shall be reduced. For the Paris agreement the emissions must be reduced faster in the closest years instead of being pushed closer to 2030. But I think it is aligned with Paris, at least according to the feedback we received from WWF in the previous OPCC.The local target is more ambitious than national and regional targets, but it is not a requirement for municipalities in Sweden to have climate targets.",94129,2019,"POINT (14.8091 56.8777)","2021-10-04T09:30:14.243","Växjö","City","SWE"
2021,58569,"City of Podgorica","Podgorica","Montenegro","Europe","public","City / Municipality","Base year emissions (absolute) target","Transport",NA,"Same (city-wide) – covers entire city and nothing else",2008,2011,299,20,2020,239.2,NA,NA,NA,NA,28.43,"Global Covenant of Mayors for Climate & Energy",NA,"Do not know","Yes","In the transport sector, the implementation of certain measures has led to a reduction in emissions compared to the base year. The CORONA virus pandemic has affected the intensification of some activities (development of cycling infrastructure in terms of widening and creating a corridor that is activated to increase the level of bicycle use). With another side we were the longer worked on the preparation of the Public call for the Public transport. In addition, when the Public call was announced, which, among other things, defined the conditions regarding the fuel that the bus will use, the any company was not interested. Accordingly, these days we are working and finished of a new the model of organization of public transport in order to achieve the expected positive trend in this area. A limited number of strategies contain adaptation actions, though their implementation is moving slowly due to insufficient financial or institutional support.Relying on consultations conducted with national stakeholders the Government of Montenegro (GoM) concluded that water, agriculture, tourism and health were the initial sectors that the GoM would like to focus on and these have remained priority intervention sectors to this date. The identified sectors were prioritized due to their importance in Montenegro’s development and their high level of vulnerability. One of them is Infrastructure & transport: Adaptation activities in infrastructure to resist extreme heat or precipitation will also promote a modal shift towards lower fossil fuel intensity in the transport sector.List of climate mitigation measures considered in the revised NDC included some activities in the transport sector: Financial incentives for electric, plug-in hybrid and full hybrid vehicles, both for citizens and companies/entrepreneurs (The aim of the grant is to directly encourage the procurement of environmentally friendly modes of transport, within the implementation of measures to improve air quality and improve the quality of the environment.). In connection with the above, the City must impose activities related to mitigations and adaptations to the transport sector, becouse 1/3 of the population lives in Podgorica and the level of use of private cars is high. Similar to the energy sector, with the development of SECAP we plan to define new measures and goals by 2030.",185937,2011,"POINT (19.2594 42.4304)","2021-10-04T09:30:14.243","Podgorica","City","MNE"
2021,50378,"Municipalidad de San José","San José","Costa Rica","Latin America","public","City / Municipality","Base year emissions (absolute) target","Energy","La Municipalidad de San José no tiene injerencia en la generación, y distribución de energía en la ciudad.  Esto, por cuanto el Instituto Costarricense de Electricidad es el administrador del Sistema Nacional de Electricidad en Costa Rica.  Por ello, la Municipalidad no puede realizar acciones de mitigación en este tema.  No obstante, se puede trabajar en acciones a nivel de instalaciones municipales.","Local Government Operations - covers only emission sources owned and operated by local government",2019,2020,185,1,2025,183.15,NA,NA,NA,NA,0,"Global Covenant of Mayors for Climate & Energy",NA,"Yes - 2 °C","Do not know","La Municipalidad de San José realizará un Diagnóstico Energético en aras de identificar oportunidades de mejora en las instalaciones municipales.  Este estudio se realizará con la Compañía Nacional de Fuerza y Luz y permitirá identificar puntos y áreas donde se pueden realizar mejoras estructurales que inciden en una reducción del consumo eléctrico y con ello una disminución de las emisiones de GEI.",347398,2020,"POINT (9.9326 -84.0796)","2021-10-04T09:30:14.243","San José","City","CRI"
2021,59707,"Town of Princeton, NJ",NA,"United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2010,2019,443693,50,2030,221846.5,NA,NA,NA,NA,NA,NA,NA,"Do not know","Do not know",NA,31822,2019,NA,"2021-10-04T09:30:14.243","Princeton, NJ","City","USA"
2021,74575,"Dane County, WI",NA,"United States of America","North America","public","Province / County","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Larger – covers the whole city and adjoining areas",2017,2020,7451000,50,2030,3725500,NA,NA,NA,NA,NA,"We Are Still In",NA,"Yes - 1.5 °C","No",NA,546695,2019,NA,"2021-10-04T09:30:14.243","Dane County, WI","City","USA"
2021,54650,"Prefeitura de Palmas","Palmas","Brazil","Latin America","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291855,2018,"POINT (-48.3243 -10.2491)","2021-10-04T09:30:14.243","Palmas","City","BRA"
2021,3417,"New York City, NY","New York City","United States of America","North America","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2005,2014,61062452,80,2050,12212490.4,NA,NA,NA,NA,17,"Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way",NA,"Yes - 1.5 °C","Do not know",NA,8399000,2018,"POINT (-74.0059 40.7128)","2021-10-04T09:30:14.243","New York City, NY","City","USA"
2021,63543,"Fredensborg Kommune","Fredensborg","Denmark","Europe","public","City / Municipality","Base year emissions (absolute) target","Energy",NA,"Same (city-wide) – covers entire city and nothing else",2010,2019,NA,100,2035,NA,NA,NA,NA,NA,NA,"Cities Race to Zero; Deadline 2020 - Delivering the 1.5 degree ambition of the Paris Agreement in a resilient, inclusive way; Global Covenant of Mayors for Climate & Energy",NA,"Do not know","Yes",NA,41047,2021,"POINT (12.4058 55.9747)","2021-10-04T09:30:14.243","Fredensborg","City","DNK"
2021,54336,"City of Hamamatsu",NA,"Japan","East Asia","public","Special city","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2013,NA,5724.6,30,2030,4007.22,NA,NA,NA,NA,28.88,NA,NA,NA,NA,NA,NA,NA,NA,"2021-10-04T09:30:14.243","Hamamatsu","City","JPN"
2021,73666,"Cuyahoga County, OH",NA,"United States of America","North America","public","Province / County","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2010,2019,26918798,45,2030,14805338.9,NA,NA,NA,NA,29.3,"Global Covenant of Mayors for Climate & Energy; Other, please specify: County Climate Coalition",NA,"Yes - 1.5 °C","No","Since 2010, we have decreased our emissions by 12.7%. The county has achieved 29.3% of our goal to reduce our emissions by 45% by 2030.",1235574,2019,NA,"2021-10-04T09:30:14.243","Cuyahoga County, OH","City","USA"
2021,36261,"Comune di Bolzano","Bolzano","Italy","Europe","public","City / Municipality","Base year emissions (absolute) target","All emissions sources included in city inventory",NA,"Same (city-wide) – covers entire city and nothing else",2010,2017,520715,40.65,2030,309044.3525,NA,NA,NA,NA,6.8,"Global Covenant of Mayors for Climate & Energy",NA,"Do not know","Yes","Target is the reduction of CO2 by 40.65 %.",107816,2020,"POINT (11.3566 46.4997)","2021-10-04T09:30:14.243","Bolzano","City","ITA"
2021,840153,"Municipality of Santa Catarina","Santa Catarina","Mexico","Latin America","public","City / Municipality","No target",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POINT (-100.458 25.6732)","2021-10-04T09:30:14.243","Santa Catarina, Mexico","City","MEX"
2021,35853,"City of Baltimore, MD","Baltimore","United States of America","North America","public","Independent city","Base year emissions (absolute) target","All emissions sources included in city inventory","N/A","Same (city-wide) – covers entire city and nothing else",2007,2019,8570441,25,2020,6427830.75,NA,NA,NA,NA,50.6,"Individual City Commitment",NA,"Yes - 1.5 °C","Yes","With the 2019 Sustainability Plan Update, Baltimore has committed to achieve reductions similar to goals set by the Paris agreement: 25 percent reduction by 2020 and 30 percent by 2025 (relative to 2007).",593490,2019,"POINT (-76.6122 39.2904)","2021-10-04T09:30:14.243","Baltimore, MD","City","USA"
