Account number,Organization,City,Country,Region,C40,Access,Reporting year,Accounting year,Boundary,Protocol,Protocol column,Gases included,Total emissions (metric tonnes CO2e),Scopes Included ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Comment,Increase/Decrease from last year,Reason for increase/decrease in emissions,Population,Population year,GDP,GDP Currency,GDP Year,GDP Source,Average annual temperature (in Celsius)​,​Average altitude (m),​Land area (in square km),City Location,Country Location
31164,Ho Chi Minh City,Ho Chi Minh,Vietnam,South Asia and Oceania,C40,Public,2017,2013-01-01 - 2013-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Due to the specific condition of Ho Chi Minh City where data sources are not synchronized and adequate, additional calculation methods and formula besides IPCC guidelines have been exploited to calculate GHG emissions for more detailed sectors and sub-sectors, especially in those which are not guided in IPCC guidelines.",CO2; PFCs; CH4; SF6; N2O; HFCs,30012000,Total Scope 1 and Scope 2,,,"This inventory is mere a preliminary calculation and still lacks reliable data of some sectors, especially industrial processes and fuel consumption. Therefore, it has not been officially published yet.",This is our first year of calculation,Ho Chi Minh City has not conducted any other inventory yet.  We are conducting for 2014 and 2015 GHGs inventory but the results will be available in the end of 2017,8244400,2015,,VND     Vietnamese đồng,2016,HCMC People's Committee,27,6,2095,"(10.762622, 106.660172)","(14.058324, 108.277199)"
59180,Middelfart Kommune,Middelfart,Denmark,Europe,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",,,,,,38093,2017,2190900000,DKK     Danish Krone,2016,,8,21,299.5,"(55.470958, 9.872643)","(56.26392, 9.501785)"
58531,"City of Somerville, MA","Somerville, MA",USA,North America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,598143,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",461798,124510,,This is our first year of calculation,,78900,2014,,,,,11,4,10.3,"(42.393449, -71.082647)","(37.09024, -95.712891)"
54066,City of Fort Collins,Fort Collins,USA,North America,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",2016 is the first year that the City of Fort Collins has used the GPC protocol.,,2042310,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",927177,1019659,,This is our first year of calculation,"This is the first year that the City of Fort Collins is reporting to GPC-compliant emissions to CDP and as such, no previous years can be referenced here. While still using the ICLEI Community Protocol, the City found that its emissions had decreased 1% point below 2015 and 12% below 2005 baseline levels.",161000,2016,14057000000,USD     US Dollar,2015,Bureau of Economic Analysis,10,1525,147,"(40.5853, 105.0844)","(37.09024, -95.712891)"
35274,"City of Portland, ME","Portland, ME",USA,North America,,Public,2017,2010-01-01 - 2010-12-31,Administrative boundary of a local government,Other,Climate Registry General Reporting Protocol,CO2; CH4; N2O,1142797,Total Scope 1 and Scope 2,1145519,307336,This is a dated document,,,66666,2014,,,,,13,6,55,"(43.6615, -70.2553)","(37.09024, -95.712891)"
50578,City of Windsor,Windsor,Canada,North America,,Public,2017,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,1898713,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",1775831,109527,,Decreased,"Community emissions have decreased between 2011 and 2014.  The largest sources of declines were in Industrial, Commercial, Institutional emissions and can likely be credited in no small part to efficiency improvements and the Province's closing of coal fired electricity generation.  The Province of Ontario made a commitment in 2002 to close all coal fired-electricity plants by 2015.  In 2014, the last coal fired electricity generation plant was closed in Ontario.",217188,2016,12800000000,CAD     Canadian Dollar,2016,City Economic Development Planning,10.7,190,146.3,"(42.314937, -83.036363)","(56.130366, -106.346771)"
50375,Ayuntamiento de  Chihuahua,Chihuahua,Mexico,Latin America,,Public,2017,2010-01-01 - 2010-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"El factor de emisión es el coeficiente que permite que una actividad se pueda expresar en GEI, es decir para cada actividad (ganadería, industria, energía, transporte, etc.) existe un coeficiente que al aplicarlo, dará su equivalencia en términos de gases. Los factores de emisión empleados para este cálculo son los establecidos por el IPCC.? Garantía de la calidad: Las actividades de garantía de la calidad (GC)",CO2; CH4; N2O,14330261,Total Scope 1 and Scope 2,,,Datos obtenidos de estadísticas de INEGI y en algunos casos no existe registros historicos.,This is our first year of calculation,,841490,2015,2,MXN     Mexican Peso,2014,INEGI,17,1437,8384,"(28.636857, -106.076272)","(23.634501, -102.552784)"
35874,City of Phoenix,Phoenix,USA,North America,,Public,2017,2012-01-01 - 2012-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)","The community inventory was GPC Basic limited to City of Phoenix boundary including the following emissions:- stationary energy- transportation in boundary; included rail and aviation using Federal Aviation Administration (FAA) Landing/Take Off (LTO) data- waste, both solid and wastewater.",,15895005,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",11471148,5193851,,This is our first year of calculation,For Item C1.9b the Spreadsheet is still draft and will be available to meet Covenant of Mayor's 2017 deadline in July.,1537058,2015,197193000000,USD     US Dollar,2015,US Bureau of Economic Analysis,22,340,1355,"(33.4484, -112.074)","(37.09024, -95.712891)"
58513,City of Medford,Medford,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,410305,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",274592,120637,,This is our first year of calculation,,57437,2014,,,,,9.6,4,22.4,"(42.3265, -122.8756)","(37.09024, -95.712891)"
53254,Hobart City Council,Hobart,Australia,South Asia and Oceania,,Public,2017,2014-07-01 - 2015-06-30,Administrative boundary of a local government,Other,"Developed own methodology in-house based on ICLEI CCP reporting, uses Australian Energy Statistics on a per capita basis and applies emissions factors from the Australian National Greenhouse Accounts Factors. Uses meter data for gas electricity where available - i.e. from local energy network providers",CO2,338925,Total Scope 1 and Scope 2,189535,149390,Medium to High - the results align with previous CCP ICLEI reporting. The methodology is being piloted by the City of Hobart and is being tested with a range of different councils energy use profiles,Decreased,"•	Over the last five years energy use has declined by 8%. This is consistent with other studies which find that the Tasmanian economy becoming less energy intensive over time .
•	There has been less electricity use per residential household in recent years. Commonwealth energy efficiency programs (such as appliance labelling), energy price increases and increased consumer awareness have helped to keep electricity use down.
•	Commercial energy use has decreased by 5%, mainly due reduced electricity use per business 
•	As a result, greenhouse gas emissions have reduced by 8% since 2010-11.",50655,2016,,AUD     Australian Dollar,,,12,9,7791,"(-42.890054, 147.281446)","(-25.274398, 133.775136)"
58489,Hoeje-Taastrup Kommune,Hoeje-Taastrup,Denmark,Europe,,Public,2017,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",National standard for municipalities in Denmark,,275461,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",161334,114127,,Decreased,"From 390.000 ton CO2 in 2009. Energy conservation activities, conversion from oil and electricity heating to district heating, less fossil fuel in the combined heat and power production as well as in the district heating",49960,2016,25636374480,DKK     Danish Krone,2012,Danmarks Statistik,8.1,27,78,"(55.656328, 12.2898)","(56.26392, 9.501785)"
54110,City of Santa Monica,Santa Monica,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,1110480,"Total Scope 1, Scope 2 and Waste Scope 3 (Total BASIC emissions)",119026,215565,,Decreased,"State renewable portfolio standard, low carbon fuel standard, electric vehicles, 15 x 15 Action Plan",92000,2014,,,,,20,320,20,"(34.0219, -118.4814)","(37.09024, -95.712891)"
35857,City of Cincinnati,Cincinnati,USA,North America,,Public,2017,2015-01-01 - 2015-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"The 2015 greenhouse gas inventory was conducted using ClearPath, an emissions management software suite from the International Council for Local Environmental Initiatives (ICLEI).",CO2; CH4; N2O,7318055,Total Scope 1 and Scope 2,7318055,3055900,"We are confident in our results, but they have not been third party verified.",Decreased,"Emissions over all have gone down as a whole but emissions have gone up in Transportation & Mobile Sources and Industrial Energy. The reduction can be attributed to: Incentives for commercial energy upgrades offered by Duke, grid decarbonization, 100% Renewable energy offered to residents and businesses through the City’s Energy Aggregation Program, population loss from 2006 to 2015 (approximately 10%), and improved waste diversion.",298550,2015,127057000000,USD     US Dollar,2015,Bureau of Economic Analysis U.S. Department of Commerce,13,168,124,"(39.1031, -84.512)","(37.09024, -95.712891)"
