Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2018,3422,Greater London Authority,London,United Kingdom of Great Britain and Northern Ireland,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,20949542.7,13940871,3558480.66,33680515.21,35890190.55,Decreased,Technological change,,8883800,2017,POINT (-0.07868 51.5048),2020-05-01T03:57:54.890
2018,61790,"City of Emeryville, CA",Emeryville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,131281,25849.6,3296.97,160428,160428,Decreased,Technological change,,11994,2017,POINT (-122.285 37.8313),2020-05-01T03:57:54.890
2018,54102,City of Albany,Albany,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,-,Administrative boundary of a local government,Other: New York Community and Regional GHG Inventory Guidance,Created by New York GHG Working Group,,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,663997,553094,,Not Applicable,Not Applicable,,,,97856,2010,POINT (-73.7562 42.6526),2020-05-01T03:57:54.890
2018,60347,Prefeitura da Estância Climática de São Bento do Sapucaí,São Bento do Sapucaí,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,11000,2017,POINT (-45.732 -22.6874),2020-05-01T03:57:54.890
2018,55616,Los Altos Hills,Los Altos Hills,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,In progress,,,,,,,,,,,,,,,,,,,,,8580,2017,POINT (-122.138 37.3797),2020-05-01T03:57:54.890
2018,36469,Comune dell'Aquila,L'Aquila,Italy,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (13.3995 42.3505),2020-05-01T03:57:54.890
2018,43940,Malmö Stad,Malmö,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2017-01-01 - 2017-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,673433,190343,,863749,,Decreased,Change in data collection methods,,333633,2017,POINT (13.0038 55.605),2020-05-01T03:57:54.890
2018,59678,"City of Evanston, IL",Evanston,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,930563,,Decreased,Policy change,,75603,2015,POINT (-87.6898 42.0669),2020-05-01T03:57:54.890
2018,59166,Municipalidad de Independencia,Independencia,Chile,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,83059,2015,POINT (-68.8154 -32.8421),2020-05-01T03:57:54.890
2018,54277,New Plymouth District Council,New Plymouth District,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,82130,2017,POINT (174.354 -39.1011),2020-05-01T03:57:54.890
2018,62855,Egedal Municipality,Egedal,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,158269,58828,0,188406.9,217098,Decreased,Technological change,,43063,2017,POINT (12.2387 55.795),2020-05-01T03:57:54.890
2018,58868,Regional Municipality of Durham,Durham,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,6140123,284629,432998,6857858,6857878,Decreased,Behavioural change,,673070,2017,POINT (-78.9288 43.9368),2020-05-01T03:57:54.890
2018,54026,City of Tacoma,Tacoma,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,962074,67395,71639,1074905,1101108,Decreased,Financial conditions,,211277,2016,POINT (-122.444 47.2529),2020-05-01T03:57:54.890
2018,53959,"City of Fayetteville, AR",Fayetteville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,,"CH4, CO2, HFCs, N20",,,,,,,,,,Not Applicable,Not Applicable,Do not know,,,85747,2017,POINT (-94.1719 36.0821),2020-05-01T03:57:54.890
2018,60577,Frederikshavn Kommune,Frederikshavn,Denmark,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,60379,2015,POINT (10.521 57.4427),2020-05-01T03:57:54.890
2018,60214,Liepāja City Council,Liepaja,Latvia,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,,,,CO2,,,,,,,,,,Not Applicable,Not Applicable,Decreased,Technological change,,69180,2017,POINT (21.0167 56.5167),2020-05-01T03:57:54.890
2018,43910,City of Columbus,Columbus,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,A metropolitan area,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,5340340,4539586,749215.2,10629141,10629141,Decreased,Behavioural change,,860090,2016,POINT (-82.9988 39.9612),2020-05-01T03:57:54.890
2018,31164,Ho Chi Minh City,Ho Chi Minh,Viet Nam,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2013-01-01 - 2013-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,21885641,13229684,3357265,19432078,38472590,This is our first year of calculation,Lack of resource / funding overcome,,8611000,2017,POINT (106.66 10.7626),2020-05-01T03:57:54.890
2018,59642,"City of Dublin, CA","Dublin, CA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,224746,56965,14994,,,Decreased,Policy change,,63241,2017,POINT (-121.93 37.7),2020-05-01T03:57:54.890
2018,35873,Municipality of Medellín,Medellín,Colombia,Latin America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2193277,590864,630063,3414204,,,,,2464.322,2015,POINT (-75.5735 6.22729),2020-05-01T03:57:54.890
2018,59124,"City of Natchez, MS",Natchez,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,15500,2017,POINT (-91.4032 31.5604),2020-05-01T03:57:54.890
2018,50673,Município de Faro,Faro,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,61073,2016,POINT (-7.93044 37.0194),2020-05-01T03:57:54.890
2018,35872,Municipality of Recife,Recife,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1613939.94,261171.32,1018927.02,2394389.88,2894038.28,Decreased,Change in weather conditions,,1633697,2017,POINT (-34.8829 -8.05783),2020-05-01T03:57:54.890
2018,69967,Alcaldia de Tulua,Tulua,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2010-01-01 - 2010-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,,,,,,209086,2017,POINT (-76.1979 4.08618),2020-05-01T03:57:54.890
2018,50380,Municipio de Bucaramanga,Bucaramanga,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,516.512,2005,POINT (-73.1227 7.11034),2020-05-01T03:57:54.890
2018,60274,Prefeitura de Cruzeiro do Sul,Cruzeiro do Sul,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,78507,2010,POINT (-72.6761 -7.62799),2020-05-01T03:57:54.890
2018,60387,Alcaldíade Sincelejo,Sincelejo,Colombia,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,275207,2015,POINT (-75.3906 9.30457),2020-05-01T03:57:54.890
2018,35272,City of New Haven (CT),New Haven ,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,761145,297225,84919,1143288,1143288,Decreased,,,131014,2017,POINT (-72.9276 41.3093),2020-05-01T03:57:54.890
2018,59631,"City of San Leandro, CA",San Leandro,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,548456.82,102335.19,22639.85,671166.78,673431.86,Increased,Population increase,,90465,2016,POINT (-122.156 37.7249),2020-05-01T03:57:54.890
2018,50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,363140,2017,POINT (-40.3776 -20.3338),2020-05-01T03:57:54.890
2018,50383,Prefeitura de Sorocaba,Sorocaba,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2012-01-01 - 2012-12-31,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Na ocasião da elaboração do inventário, não estava disponível a metodologia GPC. No momento, estamos elaborando o inventário a partir do ano de 2013 utilizando a metodologia GPC.",,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,1077333,,,Not Applicable,Not Applicable,Increased,Population increase,,652481,2016,POINT (-47.4221 -23.4775),2020-05-01T03:57:54.890
2018,36036,City of Ibadan,Ibadan,Nigeria,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,5591589,2011,POINT (3.94704 7.37753),2020-05-01T03:57:54.890
2018,43907,City of Indianapolis,Indianapolis,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,18687167,,Decreased,Technological change,,863000,2017,POINT (-86.1785 39.7676),2020-05-01T03:57:54.890
2018,35902,City of Nagoya,Nagoya,Japan,East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2015-04-01 - 2016-03-31,Administrative boundary of a local government,Other,地球温暖化対策地方公共団体実行計画（区域施策編）策定マニュアル（第1版）に基づき、市内における人為的な活動に伴う排出量を把握している。,,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,7540000,7210000,,Not Applicable,Not Applicable,Decreased,Behavioural change,,2303070,2017,POINT (136.906 35.1815),2020-05-01T03:57:54.890
2018,35905,Corporation of Chennai,Chennai,India,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-04-01 - 2016-03-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,10970640,8345294,1419,19317353,19317353,This is our first year of calculation,,,7600000,2016,POINT (80.2425 13.0992),2020-05-01T03:57:54.890
2018,54078,City of Hayward,Hayward,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,915946,188853,41963,,,Increased,Population increase,,158985,2016,POINT (-122.081 37.6689),2020-05-01T03:57:54.890
2018,59168,Commune de Dioudoubou,Dioudoubou,Senegal,Africa,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,7050,2017,POINT (-15.4789 12.7095),2020-05-01T03:57:54.890
2018,53254,City of Hobart,Hobart,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-07-01 - 2015-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,399548,89068,9133,513016,,Decreased,Technological change,,50440,2016,POINT (147.281 -42.8901),2020-05-01T03:57:54.890
2018,50354,Alcaldía de Tegucigalpa,Tegucigalpa,Honduras,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2011-01-01 - 2011-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,5034285.67,,,1068686.46,1233586.99,Do not know,Other: the inventory is currently in the proces,,1225043,2017,POINT (-87.2044 14.1051),2020-05-01T03:57:54.890
2018,60284,Prefeitura de Angra dos Reis,Angra dos Reis,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,169.511,2010,POINT (-44.2442 -22.9983),2020-05-01T03:57:54.890
2018,54443,Landeshauptstadt Magdeburg,Magdeburg,Germany,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,A metropolitan area,,,,,,,,,,,,,,,,,,,238000,2015,POINT (11.6276 52.1205),2020-05-01T03:57:54.890
2018,43928,Canberra,Canberra,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The ACT Government receives disaggregated national data each year from the Australian Government which is consistent with the IPCC guidelines. However, the ACT Government is required to record its own electricity (Scope 2), gas and transport data as this is not provided by the national government at the ACT scale. For a more accurate inventory, waste data is also counted more specifically to what is recorded in the national data.",,"CH4, CO2, HFCs, N20, SF6",,,,,,,1866300,2021600,28200,Not Applicable,Not Applicable,Decreased,Technological change,,415000,2017,POINT (149.124 -35.3075),2020-05-01T03:57:54.890
2018,60273,Prefeitura de Extrema,Extrema,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,115719.73,16201.19,714.1,131931.01,,This is our first year of calculation,,,34344,2017,POINT (-46.328 -22.8403),2020-05-01T03:57:54.890
2018,54457,Hansestadt Rostock,Rostock,Germany,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, Union of the Baltic Cities",public,Yes,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,0,POINT (12.1405 54.0887),2020-05-01T03:57:54.890
2018,31168,City District Government Karachi,Karachi,Pakistan,South and West Asia,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,,,,,,,,,,,,,,,,,,,,,,25000000,2014,POINT (67.1281 24.9108),2020-05-01T03:57:54.890
2018,59545,"City of Charlottesville, VA",Charlottesville,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,172555,171240,0,343796,0,Decreased,Behavioural change,,46912,2016,POINT (-78.4767 38.0293),2020-05-01T03:57:54.890
2018,32550,City of Denver,Denver,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,3519846,4120658,642517,8238021,0,Decreased,Technological change,,693292,2016,POINT (-104.985 39.7376),2020-05-01T03:57:54.890
2018,54389,Taichung City Government,Taichung,"Taiwan, Greater China",East Asia,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,19233095.5,14357068.4,879810.4,23195411.1,34469974.3,Increased,Increased energy/electricity consumption,,2792164,2017,POINT (120.647 24.1619),2020-05-01T03:57:54.890
2018,50389,Prefeitura de Maceió,Maceió,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Intending to undertake in future,,,,,,,,,,,,,,,,,,,,,1021127,2017,POINT (-35.718 -9.67342),2020-05-01T03:57:54.890
2018,1184,City of Austin,Austin,United States of America,North America,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,8251485,6343684,0,12527277,13486797,Decreased,Policy change,,1265974,2017,POINT (-97.7431 30.2672),2020-05-01T03:57:54.890
2018,50558,"City of London, ON","London, ON",Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2780300,100000,31000,2911300,2911300,Decreased,Technological change,,383822,2016,POINT (-81.2497 42.9837),2020-05-01T03:57:54.890
2018,50579,City of Winnipeg,Winnipeg,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2011-01-01 - 2011-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",,,,,,,5360740,18284,0,Not Applicable,Not Applicable,This is our first year of calculation,Lack of resource / funding overcome,,749500,2017,POINT (-97.1375 49.8997),2020-05-01T03:57:54.890
2018,50557,City of Norfolk,Norfolk,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2010-01-01 - 2010-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),Conducted in accordance with the U.S. Community Protocol (ICLEI 2012).,,CO2,,,,,,,1887420,1802932,39466,Not Applicable,Not Applicable,This is our first year of calculation,,,246256,2017,POINT (38.8468 -76.2851),2020-05-01T03:57:54.890
2018,55334,Município de Braga,Braga,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,181182,2016,POINT (-8.43821 41.5337),2020-05-01T03:57:54.890
2018,14088,City of Oslo,Oslo,Norway,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 -,Administrative boundary of a local government,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"The Norwegian environment agency and Statistics Norway collaborates on developing new and improved GHG-statistics/inventories for Norwegian municipalities. The project utilize 2006 IPCC guidelines for national GHG inventories. The project is ongoing, and has the intention to enable municipalities to report according to the GPC-protocol for scope 1 emissions. As of 2018, the statistics cover the years 2009-2016, and CO2, N2O and CH4. The statistics does not provide municipalities with information about activity data, but for some sources the emission factor is given. Towards 2019, The Norwegian environment agency and Statistics Norway work to further improve the data. A more detailed model for calculating emissions for road traffic is developed, and municipalities will receive data on the LULUCF-sector  (land use, land use change and forestry) excluding HWP (harvested wood products) for the years 2010 and 2015. The statistics for the whole time-series will be recalculated when these projects are finalized winter 2018/2019. Level of confidence for scope 1 emissions will then shift from medium to high. Please note that the use of electricity in Norway is calculated with zero emissions, due to the use of renewable energy (hydropower).",,"CH4, CO2, N20",,,,,,,1125349,,,Not Applicable,Not Applicable,Decreased,Policy change,,673469,2017,POINT (10.7522 59.9139),2020-05-01T03:57:54.890
2018,35449,Stadt Zürich,Zürich,Switzerland,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1095811,278946,,1374757,1374757,Stayed the same,No new inventory to report,,423310,2017,POINT (8.53918 47.3686),2020-05-01T03:57:54.890
2018,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-07-01 - 2015-06-30,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,,,,653337,,,,,27432,2017,POINT (115.861 -31.9526),2020-05-01T03:57:54.890
2018,59595,"City of Brisbane, CA","Brisbane, CA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Administrative boundary of a local government,International Emissions Analysis Protocol (ICLEI),,,"CH4, CO2, N20",,,,,,,47450,14030,1053,Not Applicable,Not Applicable,Decreased,Change in data collection methods,,4603,2015,POINT (-122.4 37.6808),2020-05-01T03:57:54.890
2018,3429,City of Stockholm,Stockholm,Sweden,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,1842097,828365,40453,1823388,1863841,Decreased,Technological change,,935619,2016,POINT (18.0686 59.3293),2020-05-01T03:57:54.890
2018,43911,City of Ottawa,Ottawa,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,5944000,277000,,6017000,6221000,,,,979.173,2017,POINT (-75.6972 45.4215),2020-05-01T03:57:54.890
2018,831834,CIOESTE,Cioeste,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,2500000,2015,POINT (-46.8729 -23.5114),2020-05-01T03:57:54.890
2018,50572,"City of Saint Paul, MN",Saint Paul,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Administrative boundary of a local government,"Global Protocol for Community-Scale Greenhouse Gas Emissions Inventories (GPC), (WRI, C40 and ICLEI)",,,GPC gases,,,,,,,2878153,,,,,,,,300398,2016,POINT (-93.09 44.9537),2020-05-01T03:57:54.890
2018,59535,"Town of Vail, CO",Vail,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,No,,,,,,,,,,,,,,,,,,,,,5305,2010,POINT (-106.374 39.6403),2020-05-01T03:57:54.890
2018,54348,The Local Government of Quezon City,Quezon City,Philippines,Southeast Asia and Oceania,"C40, CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,In progress,,,,,,,,,,,,,,,,,,,,,3005413,2017,POINT (120.862 15.6835),2020-05-01T03:57:54.890
2018,49342,City of Rochester,Rochester,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Administrative boundary of a local government,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),"The ICLEI-Local Governments for Sustainability's US Community Protocol was used as the main protocol reference for the inventory. This protocol was selected because it provides guidelines specific to quantifying GHG emissions from the City’s entire community. Additional protocol guidance was taken from The Climate Registry (TCR), the World Resources Institute (WRI), the Intergovernmental Panel on Climate Change (IPCC), and the U.S. Environmental Protection Agency (EPA). (Rochester Climate Action Plan page 18).  We are in the process of recalibrating our GHG inventory data to align with the GPC as required by the Global Covenant of Mayors. At the time of the GHG inventory calculations, we were unaware of the GPC requirement.  However, the City of Rochester strongly wishes to continue to participate in the Global Covenant of Mayors.",,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,1735000,49000,0,Not Applicable,Not Applicable,Decreased,Technological change,,208046,2017,POINT (-77.6109 43.161),2020-05-01T03:57:54.890
2018,60292,Prefeitura de Jahu,Jahu,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,No,,,,,,,,,,,,,,,,,,,,,,0,POINT (-48.5755 -22.3028),2020-05-01T03:57:54.890
2018,826114,Ayuntamiento de Degollado,Degollado,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,,,,,,,,,,,,,,,,Not Applicable,Not Applicable,,,,,0,POINT (-102.132 20.4489),2020-05-01T03:57:54.890
2018,35755,Village of Kadiovacik,Urla,Turkey,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,- 2018-12-30,Administrative boundary of a local government,,,,CO2,,,,,,,230,138,,Not Applicable,Not Applicable,Increased,Population increase,,228,2017,POINT (26.5536 38.3434),2020-05-01T03:57:54.890
